/ # psql -U postgres
psql (17.8)
Type "help" for help.

postgres=# SELECT * FROM CHARACTERS WHERE status like 'unknown';

 id  |                     name                      | status  |        species        |             type             |   gender   |            origin             |           location            |                           image                           | episode_count
  46 | Bill                                          | unknown | Animal                | Dog                          | Male       | Earth (Replacement Dimension) | unknown                       | https://rickandmortyapi.com/api/character/avatar/46.jpeg  |             1
  53 | Blue Shirt Morty                              | unknown | Human                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/53.jpeg  |             1
  82 | Cronenberg Rick                               | unknown | Cronenberg            |                              | Male       | Cronenberg Earth              | Earth (C-137)                 | https://rickandmortyapi.com/api/character/avatar/82.jpeg  |             2
  83 | Cronenberg Morty                              | unknown | Cronenberg            |                              | Male       | Cronenberg Earth              | Earth (C-137)                 | https://rickandmortyapi.com/api/character/avatar/83.jpeg  |             2
  95 | Dipper and Mabel Mortys                       | unknown | Human                 |                              | unknown    | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/95.jpeg  |             1
 103 | Doofus Rick                                   | unknown | Human                 |                              | Male       | Earth (J19ζ7)                 | Earth (Replacement Dimension) | https://rickandmortyapi.com/api/character/avatar/103.jpeg |             2
 106 | Dr. Schmidt                                   | unknown | Human                 | Game                         | Male       | Roy: A Life Well Lived        | Roy: A Life Well Lived        | https://rickandmortyapi.com/api/character/avatar/106.jpeg |             1
 113 | Eric Stoltz Mask Morty                        | unknown | Human                 |                              | Male       | Eric Stoltz Mask Earth        | Earth (Replacement Dimension) | https://rickandmortyapi.com/api/character/avatar/113.jpeg |             1
 114 | Ethan                                         | unknown | Human                 | Cronenberg                   | Male       | Earth (C-137)                 | Earth (C-137)                 | https://rickandmortyapi.com/api/character/avatar/114.jpeg |             1
 126 | Fleeb                                         | unknown | Alien                 |                              | unknown    | unknown                       | Interdimensional Cable        | https://rickandmortyapi.com/api/character/avatar/126.jpeg |             1
 148 | Goddess Beth                                  | unknown | Mythological Creature | Goddess                      | Female     | Nuptia 4                      | Nuptia 4                      | https://rickandmortyapi.com/api/character/avatar/148.jpeg |             1
 151 | Gwendolyn                                     | unknown | Robot                 | Gazorpian reproduction robot | Female     | Gazorpazorp                   | Earth (Replacement Dimension) | https://rickandmortyapi.com/api/character/avatar/151.jpeg |             1
 152 | Hammerhead Morty                              | unknown | Humanoid              | Hammerhead-Person            | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/152.jpeg |             2
 157 | Hole in the Wall Where the Men Can See it All | unknown | unknown               | Hole                         | Genderless | unknown                       | Interdimensional Cable        | https://rickandmortyapi.com/api/character/avatar/157.jpeg |             1
 164 | Insurance Rick                                | unknown | Human                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/164.jpeg |             1
 187 | Juggling Rick                                 | unknown | Human                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/187.jpeg |             1
 200 | Lawyer Morty                                  | unknown | Human                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/200.jpeg |             1
 209 | Long Sleeved Morty                            | unknown | Human                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/209.jpeg |             1
 218 | Mechanical Rick                               | unknown | Robot                 |                              | Male       | Earth (Replacement Dimension) | Earth (Replacement Dimension) | https://rickandmortyapi.com/api/character/avatar/218.jpeg |             1
 219 | Mechanical Summer                             | unknown | Robot                 |                              | Female     | Earth (Replacement Dimension) | Earth (Replacement Dimension) | https://rickandmortyapi.com/api/character/avatar/219.jpeg |             1
 231 | Morty Rick                                    | unknown | Human                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/231.jpeg |             1
 242 | Mr. Meeseeks                                  | unknown | Humanoid              | Meeseeks                     | Male       | Mr. Meeseeks Box              | Earth (Fascist Dimension)     | https://rickandmortyapi.com/api/character/avatar/242.jpeg |             5
 249 | Mrs. Sanchez                                  | unknown | Human                 |                              | Female     | unknown                       | unknown                       | https://rickandmortyapi.com/api/character/avatar/249.jpeg |             4
 253 | Numbericon                                    | unknown | Alien                 | Numbericon                   | unknown    | unknown                       | Alphabetrium                  | https://rickandmortyapi.com/api/character/avatar/253.jpeg |             1
 261 | Photography Cyborg                            | unknown | Robot                 |                              | Male       | unknown                       | Planet Squanch                | https://rickandmortyapi.com/api/character/avatar/261.jpeg |             1
 274 | Quantum Rick                                  | unknown | Human                 |                              | Male       | unknown                       | Ricks Memories                | https://rickandmortyapi.com/api/character/avatar/274.jpeg |             3
 282 | Revolio Clockberg Jr.                         | unknown | Alien                 | Gear-Person                  | Male       | Gear World                    | Gear World                    | https://rickandmortyapi.com/api/character/avatar/282.jpeg |             3
 284 | Rick Guilt Rick                               | unknown | Human                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/284.jpeg |             1
 298 | Robot Morty                                   | unknown | Robot                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/298.jpeg |             1
 299 | Robot Rick                                    | unknown | Robot                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/299.jpeg |             1
 308 | Scropon                                       | unknown | Alien                 | Lobster-Alien                | Male       | unknown                       | Planet Squanch                | https://rickandmortyapi.com/api/character/avatar/308.jpeg |             2
 310 | Self-Congratulatory Jerry                     | unknown | Mythological Creature | Mytholog                     | Male       | Nuptia 4                      | Nuptia 4                      | https://rickandmortyapi.com/api/character/avatar/310.jpeg |             1
 319 | Shmooglite Runner                             | unknown | Alien                 | Animal                       | Male       | Resort Planet                 | Resort Planet                 | https://rickandmortyapi.com/api/character/avatar/319.jpeg |             1
 320 | Shnoopy Bloopers                              | unknown | Alien                 |                              | Male       | unknown                       | Immortality Field Resort      | https://rickandmortyapi.com/api/character/avatar/320.jpeg |             1
 330 | Solicitor Rick                                | unknown | Human                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/330.jpeg |             2
 331 | Squanchy                                      | unknown | Alien                 | Cat-Person                   | Male       | Planet Squanch                | Planet Squanch                | https://rickandmortyapi.com/api/character/avatar/331.jpeg |             3
 346 | Terry                                         | unknown | Human                 |                              | Male       | Earth (Replacement Dimension) | Earth (Replacement Dimension) | https://rickandmortyapi.com/api/character/avatar/346.jpeg |             1
 350 | Thomas Lipkip                                 | unknown | Human                 |                              | Male       | Earth (Replacement Dimension) | Froopyland                    | https://rickandmortyapi.com/api/character/avatar/350.jpeg |             1
 359 | Tortured Morty                                | unknown | Human                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/359.jpeg |             1
 368 | Truth Tortoise                                | unknown | Mythological Creature | Omniscient being             | Male       | unknown                       | unknown                       | https://rickandmortyapi.com/api/character/avatar/368.jpeg |             1
 369 | Tusked Assassin                               | unknown | Alien                 | Tuskfish                     | Male       | Resort Planet                 | Resort Planet                 | https://rickandmortyapi.com/api/character/avatar/369.jpeg |             1
 378 | Wall Crawling Rick                            | unknown | Humanoid              | Lizard-Person                | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/378.jpeg |             1
 379 | Wedding Bartender                             | unknown | Alien                 |                              | Male       | unknown                       | Planet Squanch                | https://rickandmortyapi.com/api/character/avatar/379.jpeg |             1
 380 | Unknown Rick                                  | unknown | Human                 |                              | Male       | unknown                       | unknown                       | https://rickandmortyapi.com/api/character/avatar/380.jpeg |             2
 385 | Yellow Shirt Rick                             | unknown | Human                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/385.jpeg |             1
 387 | Zarbadars Mytholog                            | unknown | Mythological Creature | Mytholog                     | Female     | Nuptia 4                      | Nuptia 4                      | https://rickandmortyapi.com/api/character/avatar/387.jpeg |             1
 411 | Alien Mexican Armada                          | unknown | Alien                 | Mexican                      | Male       | Interdimensional Cable        | Interdimensional Cable        | https://rickandmortyapi.com/api/character/avatar/411.jpeg |             1
 412 | Giant Cat Monster                             | unknown | Animal                | Giant Cat Monster            | unknown    | Interdimensional Cable        | Interdimensional Cable        | https://rickandmortyapi.com/api/character/avatar/412.jpeg |             1
 413 | Old Women                                     | unknown | Human                 | Old Amazons                  | Female     | Interdimensional Cable        | Interdimensional Cable        | https://rickandmortyapi.com/api/character/avatar/413.jpeg |             1
 434 | Super Weird Rick                              | unknown | Human                 |                              | Male       | unknown                       | unknown                       | https://rickandmortyapi.com/api/character/avatar/434.jpeg |             1
 458 | Tax Attorney                                  | unknown | Human                 |                              | Male       | unknown                       | Interdimensional Cable        | https://rickandmortyapi.com/api/character/avatar/458.jpeg |             1
 462 | Teleportations Responsible Rick               | unknown | Human                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/462.jpeg |             1
 469 | Morphizer-XE Customer Support                 | unknown | Alien                 |                              | Male       | unknown                       | Earth (Replacement Dimension) | https://rickandmortyapi.com/api/character/avatar/469.jpeg |             1
 481 | Retired General Rick                          | unknown | Human                 |                              | Male       | unknown                       | Citadel of Ricks              | https://rickandmortyapi.com/api/character/avatar/481.jpeg |             1
 509 | Bully                                         | unknown | Human                 |                              | Male       | Earth (Replacement Dimension) | Earth (Replacement Dimension) | https://rickandmortyapi.com/api/character/avatar/509.jpeg |             1
 517 | Wasp Rick’s Clone                             | unknown | Animal                | Wasp                         | Male       | Earth (Wasp Dimension)        | Earth (Replacement Dimension) | https://rickandmortyapi.com/api/character/avatar/517.jpeg |             1
 523 | Boglin                                        | unknown | unknown               | Toy                          | unknown    | Earth (Replacement Dimension) | Earth (Replacement Dimension) | https://rickandmortyapi.com/api/character/avatar/523.jpeg |             1
 524 | Kirkland Brand Mr. Meeseeks                   | unknown | Humanoid              | Meeseeks                     | Male       | Mr. Meeseeks Box              | Earth (Replacement Dimension) | https://rickandmortyapi.com/api/character/avatar/524.jpeg |             1
 572 | Robot Snake                                   | unknown | Robot                 | Snake                        | Genderless | Snake Planet                  | Snake Planet                  | https://rickandmortyapi.com/api/character/avatar/572.jpeg |             1
 576 | Snake Linguist                                | unknown | Animal                | Snake                        | Male       | Snake Planet                  | Snake Planet                  | https://rickandmortyapi.com/api/character/avatar/576.jpeg |             1
 577 | Snake Terminator                              | unknown | Robot                 | Snake                        | Male       | Snake Planet                  | Snake Planet                  | https://rickandmortyapi.com/api/character/avatar/577.jpeg |             1
(71 rows)
